id;comments
708;:briefcase: :eyes:
709;Gorgeous, but way to heavy and makes your weight high.
709;Love mine and would never go back. I fly a lot and never had anything better for my purposes. I always will recommend.
709;they did seem busy in Galeries Lafayette today.... one thing i could never understand, how the hell did she walk and get up and down here stairs ...I cry  at thought of heels in Paris :loudly_crying_face:
709;May be because owners of Rimowa keep whinning about their being broken while i got my eastpak for over 10 years ans they’re as good as new?
709;Blaming Emily in Paris has me dead :loudly_crying_face::loudly_crying_face:
709;Barely have had mine a year and it’s super super beat up. Don’t ever check these, they will fall apart
710;So chic :smiling_face_with_heart-eyes:
710;Love this look!:smiling_face_with_heart-eyes:
710;Don’t be nervous, everyone is watching
710;:smiling_face_with_heart-eyes:
710;:star-struck::star-struck:
710;:red_heart:️
710;Love it! :white_heart:
710;:white_heart:
710;So elegant
710;Send me MP,  propone u an idea
711;Hi whats the brand of the slippers please
711;Gorgeous layers :OK_hand:
711;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
711;love this vibe :white_heart:
711;Queen of layering :red_heart:️:clapping_hands:
711;the green color is :smiling_face_with_heart-eyes:
711;Love it:black_heart:🥹
711;Love the trench and basket bag! So chic!
711;Fit :pinched_fingers::pinched_fingers:
711;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
712;Dreamy :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
712;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
712;:smiling_face_with_heart-eyes:
712;@natashaighodaro
712;Aella :red_heart:️:red_heart:️:red_heart:️ such a special dog (…and boat and place!)
712;Best place @peligoni :red_heart:️
712;love all your collection!
712;My favorite island.
712;Beautiful especially the dog on the boat
712;Can I be in your gang :folded_hands:
713;Love it:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
713;@lucywilliams02 where are the black pants from ? please:)xo
713;Please may I have the outfit details of the first pic?! :red_heart:️:smiling_face_with_heart-eyes:
713;Fantastic images here, wow
713;Look at that cutie :dog_face:
713;This is the vibe that we love! :sparkles:
713;Looks beautiful :red_heart:️
713;@clairerose she wouldn’t cause she’s a cat lady in Greece :rolling_on_the_floor_laughing::cat:
714;Hello
714;Hi Lucy! Just sent you a DM :spiral_shell:
714;:white_heart::white_heart::white_heart:
714;Absolutely stunning🫶:light_skin_tone::smiling_face_with_heart-eyes:
714;You look beautiful!
714;:pinched_fingers_medium_skin_tone::pinched_fingers_medium_skin_tone::sparkles:
714;:white_heart::white_heart:
714;love these so much !!!
714;Hey Lucy ! I have a proposal could you please send me a message :raising_hands:
714;Oh wow. You look so beautiful :smiling_face_with_heart-eyes:
715;Abençoados  de Deus :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::red_heart:️:red_heart:️
715;Where is your beautiful brooch from?:smiling_face_with_heart-eyes:
715;Baby:smiling_face_with_heart-eyes:
715;:sparkles::brown_heart:
715;Happy Birthday you amazing mom :clapping_hands_medium-light_skin_tone::red_heart:️
715;What a beautiful name hihi :smiling_face_with_hearts::smiling_face_with_hearts:
715;Yasssss mama Capricorn :rose::hugging_face::hugging_face:, happy birthday beauty
715;:black_heart::black_heart::black_heart:
715;:smiling_face_with_heart-eyes::red_heart:️
715;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
716;:red_heart:️
716;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
716;Hi, where is the shirt from? It‘s so cool :star-struck:
716;A babe :fire:
716;Where is the button down from??? It’s so cuteee
716;Yeeeeah! :fire::fire:
716;:red_heart:️
716;Always thriving when the weather is vibing :raising_hands_medium-light_skin_tone::fire:
716;@pipapischi
717;Looks perfect :smiling_face_with_heart-eyes:
717;Oh my gosh, tell us more about Tillingham! I’ve been obsessed with going + have never been!
717;:spiral_shell:🩵
717;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
717;@squirie25 Rye trip at some point?
717;We had the best weekend down there
717;Gorgeous! x
717;:spiral_shell::spiral_shell::spiral_shell:
717;@eleanorkatemahoney @lucywilliams02 second this :revolving_hearts:
718;Bello
718;Where is the armchair from?:smiling_face_with_heart-eyes:
718;@lucywilliams02 love this looks! Where is your framed wall art from please?
718;I so love everything about your kitchen! :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
718;:hot_pepper:️
718;Oh hiiiii I love this!
718;Are the jeans LEVI’S?
718;I love the red!
718;Obsessed :smiling_face_with_heart-eyes:
718;@sydhiggs
719;Êitá bênção de Deus  chegando ai ,  feliz parto :pregnant_woman::red_heart::blue_heart::yellow_heart::green_heart::bouquet::rose:
719;:loudly_crying_face::red_heart:️
719;:black_heart::black_heart::black_heart::black_heart:
719;:fire::fire::fire:
719;:smiling_face_with_heart-eyes:
719;:red_heart:️
719;Beautiful!! Congratulations :red_heart:️:red_heart:️:red_heart:️
719;Where is from your elephant?
719;Love.
720;Maravilhosa :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::red_heart:️
720;:thumbs_up:
720;:white_heart::dizzy:
720;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
720;Bella :rose::rose::rose::rose::rose:
720;:fire::fire::fire::fire::fire::fire::fire::fire::fire::red_heart:️:red_heart:️
720;:clapping_hands:
720;Stunning:smiling_face_with_heart-eyes:
720;@10professor_sergio10
720;Dm :yellow_heart:
721;Lindosssssss :smiling_face_with_sunglasses::smiling_face_with_sunglasses::smiling_face_with_sunglasses::smiling_face_with_sunglasses::smiling_face_with_sunglasses::smiling_face_with_sunglasses::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::red_heart::blue_heart::yellow_heart::green_heart::rose:
721;Love:folded_hands::smiling_face_with_hearts::heart_suit:️
721;:red_heart:️
721;:red_heart:️:smiling_face_with_heart-eyes::raising_hands:
721;what a beautiful couple you are…very fortunate 🩶
721;:keycap_3::keycap_3::keycap_3:
721;goals.:red_heart:️
721;Happy Birthday :wrapped_gift:
721;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
721;So much love to you :red_heart:️:red_heart:️:red_heart:️
722;:red_heart:️:red_heart:️:red_heart:️
722;ugh love this
722;Lovely :clapping_hands:
722;Could definitely live in that bed
722;Oh lovely! :sparkles: I'm headed there next week - can't wait!
722;A v cool suit - I don’t think that trait is toxic! Tell me about this dancing
722;:sun_with_face::white_heart:
722;I love it!
722;:red_heart:️
722;@hannahmayseeber  ditto :smiling_face_with_heart-eyes:
723;Hi! I'm a Vogue contributor and PR/Marketing strategist, and I would love to connect about your brand! I've sent a DM your way :smiling_face_with_smiling_eyes:
723;Wow :green_heart::green_heart::green_heart:
723;so schön :fire:
723;you are so beautiful :white_heart:
723;Pretty!
723;Ugh im obsessed with this color
723;:melon::white_heart:
723;so schöne fotos :green_heart::green_heart:
723;:red_heart:️
723;🫶:light_skin_tone:
724;I’d like this coat please! :smiling_face_with_heart-eyes:
724;what a beautiful family you’ve got:double_exclamation_mark:️
724;Where is your black coat you are wearing on your last story with a brown beanie from? Thank you :folded_hands:
724;🫶🫶
724;Aww so sweet :red_heart:️:red_heart:️:red_heart:️:red_heart:️
724;Love everything :red_heart:️:red_heart:️:red_heart:️
724;Ahhhh:red_heart:️
724;:blue_heart::purple_heart:
724;Cutest :brown_heart:
725;Love this @amaliemoosgaard ! I was wondering what size did you get for the @matteau shirt? I was thinking of getting one but I’m not sure in terms of the fit. Looks pretty generous x
725;:red_heart:️
725;You're really brilliant, I have some ideas I'd love to tell you about. Do you have a moment?
725;Love the outfit :smiling_face_with_heart-eyes:
725;:red_heart:️:red_heart:️:red_heart:️
725;:smiling_face_with_heart-eyes::red_heart:️
725;I love your outfit :red_heart:️
725;:red_heart:️
725;Soon!:face_with_hand_over_mouth::red_heart:️
725;Would you please share where you got your skirt?
726;Wow:red_heart:️:red_heart:️
726;OMG where’s from the jeans?:smiling_face_with_heart-eyes:
726;Love that bag!
727;:fire:
727;:sparkles::sparkles::sparkles:
727;I left you a dm 🫶:light_skin_tone:
727;I now know I live in the wrong country, your food looks so amazing!!!:star-struck:
727;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
727;:smiling_face_with_heart-eyes::drooling_face::red_heart:
727;Bella Firenze!:thumbs_up::hugging_face:
727;Prettiest jacket!🥹:blue_heart:
727;Amalie I would love to continue the conversation with you. Talk to me to explore new opportunities and move forward! :raising_hands_medium-light_skin_tone:
727;@darksiided Zara makes one too
728;Stunning :broken_heart:
728;:red_heart:️:white_heart:
728;the fit :smiling_face_with_heart-eyes:
728;@amaliemoosgaard where are the boots from? :smiling_face_with_hearts::smiling_face_with_hearts:
728;Such cool style
728;:smiling_face_with_heart-eyes:
728;I have a proposal for u, send me a DM please!
728;british perfection
728;We love this trench moment :black_heart:
728;:red_heart:️:red_heart:️:red_heart:️
729;:red_heart:️:red_heart:️:red_heart:️:red_heart:️
729;Nyc and lovely
729;Love the hat :yellow_heart:
729;@lindzlou1965
729;How bloody gorgeous! :red_heart:️
729;Love these and the dream shoot location too :smiling_face_with_heart-eyes::sun:️:red_heart:️
729;It’s Lucy’s world :red_heart:️
729;Beyond HAWT :red_heart:️:red_heart:️:red_heart:️
729;:fire::fire::fire::fire:
729;The wee black linen set :smiling_face_with_heart-eyes:
730;Gracinha :red_heart::blue_heart::yellow_heart::green_heart::rose::face_blowing_a_kiss:
730;how cute :fire:
730;Congratulations mama! Cant wait to follow your motherhood journey.
730;Gorgeous :yellow_heart::white_heart::yellow_heart:
730;:red_heart:️:red_heart:️:red_heart:️
730;So beautiful :black_heart::sparkles:
730;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
730;:smiling_face_with_heart-eyes::folded_hands_light_skin_tone::revolving_hearts:
730;Such a beautiful photo🫶:medium-light_skin_tone::white_heart:
730;🥹:heart_with_arrow:
731;How do you edit your photoes? :smiling_face_with_heart-eyes:
731;So pretty!
731;Such a gorgeous pattern :red_heart:️
731;So pretty :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
731;Wow I like that.  It woukd even fit me. :red_heart:️
731;THAT is your color! Gorgeous! :fire:
731;love this set
731;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
731;:red_heart:️
732;Outfit :fire:
732;:ring:
732;Hard!
732;Looks like a girl from Bangalore
732;So stylish :fire:
732;Where is ur coat from? 🩵
732;Wow this outfit is everything :pinched_fingers_medium-light_skin_tone::pinched_fingers_medium-light_skin_tone:
732;C’est stylé :fire::raising_hands:
732;:fire:
732;:red_heart:️:red_heart:️
733;You guys are beautiful!:purple_heart::purple_heart:
733;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
733;SO cute :smiling_face_with_heart-eyes:
733;What a wholesome getaway :white_heart:
733;@monikh where are your sunglasses from please? X
733;@aboveearth.agb thank you :folded_hands_medium-dark_skin_tone:
734;:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️
734;:satellite_antenna:🩶
734;:smiling_face_with_heart-eyes::fire::fire::fire::red_heart:️:red_heart:️:face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss:
734;:heart_with_arrow:
734;:brown_heart:
734;:red_heart:️
734;:red_heart:️:red_heart:️:red_heart:️
734;:red_heart:️:red_heart:️:red_heart:️
734;So sweet :white_heart::sparkles:
734;:red_heart:️:red_heart:️:red_heart:️
735;Love your velvet jewelry boxes! Where are they from?
735;Does anyone know where the pink floral blanket is from?
735;:beating_heart:
735;Love this!
735;Too cute! Congratulations! :ribbon:
735;:ribbon::ribbon::ribbon:
736;:red_heart:️:red_heart:️
736;@mvb what brand is the sofa? 🥹
736;:smiling_face_with_heart-eyes:
736;@mvb what is the brand of the shell shaped coffee pot please? :white_heart:
736;@mvb :red_heart:️ congrats!
736;Congratulations
736;:face_with_open_mouth: Its a girl:smiling_face_with_heart-eyes::folded_hands_light_skin_tone::white_heart:
736;:revolving_hearts: can’t believe it!
736;:dizzy::dizzy:
736;:baby_angel_medium-light_skin_tone::baby_angel_medium-light_skin_tone::baby_angel_medium-light_skin_tone::baby_angel_medium-light_skin_tone::white_heart:
737;Maravilhosa :red_heart:️:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
737;Cute mama :red_heart:️
737;Wow
737;:smiling_face_with_heart-eyes:
737;You are pregnant, how dare you collect donations for baby girl killers, rapists, child kidnappers? Do you know that Hamas opened the stomach of a pregnant woman and removed the fetus from the womb and murdered it in front of the mother????
737;Hi how are you? I would like to talk to you to make a proposal, send me a DM
737;Imagine looking that amazing pregnant 🥹:beating_heart:
738;This data misrepresents reality… if anyone is interested, read Cathy Horyns article about her departure and you’ll get a more holistic understanding of how this data is reflective of corporate machinations, not reality.
738;:red_heart:️
738;Damn I love this page
738;It wasn’t because of her, that is for sure. :face_with_tears_of_joy:
738;Just curious…did you include the dates when she announced her departure?
738;I'm curious about which news API you've used, i.e. which news sources?
738;She’s good at making ready to wear pieces now couture on the other hand is a miss
738;Would love to see data on the opinion of Chanel’s quality! @databutmakeitfashion We hear a lot about it but what is the real feeling
738;You’re combining my love for fashion and business IT :smiling_face_with_heart-eyes:
738;Data can be botched and it can be whatever you want it to be
739;:red_heart:️
739;Lindíssima :red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️
739;🫶:medium-light_skin_tone:
739;:white_heart:
739;:white_heart::cherry_blossom:
739;which phone do you use please? the quality is amaizing :smiling_face_with_heart-eyes:
739;:white_heart::white_heart::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::rose::rose:@mvb
739;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
739;Hi @mvb , woher ist der Spiegel? Der sieht richtig schön aus!! :smiling_face_with_heart-eyes:
739;You look cute in all of them :fire:
740;Deus abençoe você e seu bebê :red_heart::blue_heart::yellow_heart::green_heart::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rose:
740;Pure magic. Congratulations :white_heart:
740;:Israel:
740;Innocent Israeli babies were beheaded, and innocent children have been kidnapped by a terrorist organization Hamas and you have nothing to post about it??? Unfollowed. Shame on you
740;"shame on you!
You are a mother and you dare to defend child killers?
Terrorists who killed babies and beheaded them?
that burned children alive?
I would love to send you videos that these monsters took while murdering children!!"
740;SHAME ON YOU!!!!!!!
740;:two_hearts: congrats
741;:smiling_face_with_heart-eyes::elephant::sparkles::OK_hand_light_skin_tone:
741;Love the vibe on your account!
741;Adore this :sparkling_heart:
741;It's so tender :sparkles:
741;Is this your child
741;:red_heart:️:red_heart:️:red_heart:️
741;The good luck charm looks amazing on you :red_heart:️:red_heart:️:red_heart:️:elephant:
741;Love this so much:white_heart:
741;:smiling_face_with_heart-eyes:
741;Love this :white_heart:🫶:light_skin_tone:
742;Acho lindo mulher grávida :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::red_heart:️
742;:fire::fire::fire::fire:
742;:red_heart:️:red_heart:️:red_heart:️
742;https://vimeo.com/breastfeedingmovie/30min
742;:smiling_face_with_heart-eyes:
742;:clapping_hands:
742;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
742;"What happened here..? 
:clapping_hands::clapping_hands::smiling_face_with_heart-eyes:"
742;C est quoi le but :thinking_face::thinking_face::thinking_face:
743;Forever favorite place :sun_with_face::white_heart:
743;Love it!  I encourage every woman to wear bikinis when they are pregnant (if they are comfortable) and also breast feed in public.  The human body is nothing to be ashamed of and motherhood is beautiful!! :red_heart:️:raising_hands:
743;I’m not even sure where these were taken… the days at sea all seem to merge into one long beautiful moment :sparkles:
743;Love this mumma :red_heart:️ check out my account too, I post a lot about my motherhood journey
743;Wirst du eigentlich natürlich entbinden? 🫶:medium-light_skin_tone:
743;:white_heart:
743;:red_heart:️
743;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
743;:fire:
743;:fire:
744;Is that a Calder sculpture?
744;Where is this bikini from🥹?
744;Gorgeous :raising_hands:
744;Lovely!
744;:yellow_heart::orange_heart:
744;Паікаквам. Вій в можу оаа как парус по пнквореотлллоооооооооороооооооооо  он ув
744;:red_heart:️:red_heart:️:red_heart:️
744;beautiful!
744;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
744;:smiling_face_with_heart-eyes:
745;loveeee this look
745;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
745;Wow :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
745;Amazing stripes, love this so much x
745;Stripes for life
745;Obsessed
745;Love it! :smiling_face_with_heart-eyes::red_heart:️
745;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes: We love!
745;:clapping_hands::clapping_hands::clapping_hands:
745;Obsessed :white_heart:
746;Stunning :fire::red_heart:️
746;:smiling_face_with_heart-eyes:
746;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
746;How stunning is this gal?!:smiling_face_with_heart-eyes::fire::red_heart:️
746;:red_heart:️Your necklace + SONSIE:smiling_face_with_heart-eyes:An Elephant with its Trunk Up is GOOD FORTUNE & good wine
746;:red_heart:️
746;Would love to know where the T-shirt is from. Looks super soft and comfortable!
747;:red_heart:️
747;Are your sandals also Freepeople or something else? Thank you :folded_hands:
747;Most beautiful girl:smiling_face_with_heart-eyes:
747;vibes are on 10 :dizzy::white_heart:
747;:smiling_face_with_heart-eyes:
747;:butterfly::butterfly:
747;So gorgeous :red_heart:️:red_heart:️
747;:face_with_raised_eyebrow:
747;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
747;Lucy
748;Beautiful
748;:yellow_heart:
748;Completely obsessed with
748;wow this table setting!:yellow_heart:
748;:full_moon_face:
748;wait, is it really?
748;Wow the flowers and personalised baguette :yellow_heart:
748;sooo cute :butter:
748;This set up :smiling_face_with_heart-eyes:
748;Ohhh so beautiful
749;@marksandspencer, which model is this blend?
749;Love it !
749;M&S killing it this summer
749;@charlmac
749;Linen jacket the best ! I made one with embroidery if you want to check ! I would love to have your style opinions :white_heart:
749;Lovely :white_heart::white_heart:
749;The way you have styled the vintage vessels :smiling_face_with_heart-eyes:
749;:white_heart::white_heart::white_heart:
749;Love it :white_heart:
749;:white_heart::white_heart::white_heart::white_heart:
750;:thumbs_up:
750;Georgous:red_heart:️:smiling_face_with_heart-eyes::fire::clapping_hands:
750;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::fire::fire::fire:
750;Beauty
750;:butterfly:
750;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
750;Wow :smiling_face_with_heart-eyes:
750;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
750;Vous êtes enceinte de combien de mois
750;@lidvbv 24
751;That’s a beautiful family
751;Same nose fr
751;MAIS GRAVE
751;I thought this was some ai generated thing of you aging so gracefully loll :heart_on_fire:
751;C’est fou tu resemble a ta mère comme deux goute d’eau et ton frère comme votre père
751;:red_heart:️
751;:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️
751;J’adore :red_heart:️:red_heart:️:red_heart:️:red_heart:️
751;:smiling_face_with_hearts::people_hugging:
751;Genetics :dna: :smiling_face_with_heart-eyes:
752;I love these sheets！！！！
752;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
752;where is this gorgeous purple dress from on the first pic?:beaming_face_with_smiling_eyes:
752;Where’s your green cardigan in the 5th slide from? :smiling_face_with_heart-eyes:
752;:red_heart:️
752;Sexy)
752;Green cardi from where!
752;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
752;if im not ur screen saver what’s the point
752;Where do u get ur little black belt
753;샀자나!!!
753;This shoes are really pretty :blue_heart:
753;끄아앙
753;ㄱㅇㅇ
753;:blue_heart::blue_heart::baby_angel_light_skin_tone::blue_heart::blue_heart:
753;카와이이ㅜㅠ:blue_heart::blue_heart::blue_heart:
753;🥹🥹:clapping_hands_light_skin_tone:
753;샤랄하
753;@uuui02 마쟈 결국 ㅡㅡ..
754;:fire::fire::fire:
754;:raising_hands: Blue touch
754;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
754;:fire::fire:
754;Cold :heart_on_fire:
754;This outfit yesss
754;Your best look
754;:blue_heart::blue_heart::blue_heart::blue_heart:
754;So cool :raising_hands:
754;i loooooove this
755;dreamy
755;so good
755;Üü
755;:red_heart:️:red_heart:️
755;I have made you my idol all this time:red_heart:️
755;She’s yet to explain the Avocado and ice cubes meal…
755;You are my queen :smiling_face_with_heart-eyes:
755;:heart_suit:️:heart_suit:️:heart_suit:️:heart_suit:️
756;:red_heart:️:raising_hands::fire:
756;Salut
756;Dónde las puedo comprar?
756;Love this
756;:fire::fire::fire:
756;Love!! :smiling_face_with_heart-eyes:
757;:fire::fire::fire:
757;:registered:️
757;:red_heart:️:red_heart:️:red_heart:️
757;Woah :heart_on_fire:
757;This content is great appreciate :clapping_hands_dark_skin_tone:
757;:fire::fire::fire:
757;Je t’entends le dire et ca me fait hurler
757;The bestttttt
757;Perfect :smiling_face_with_sunglasses::red_heart:️
758;:fire::fire::fire:
758;Love them all :smiling_face_with_heart-eyes:
758;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
758;Love!!! :black_heart:
758;Prachtig :red_heart:️
758;:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:
758;:black_heart::black_heart::black_heart:
758;🩶🩶🩶
758;You always look phenom :red_heart:
758;:red_heart:
759;Yesss:raising_hands::red_heart:️
759;Coolest 🩷
759;:black_heart::black_heart::black_heart:
759;Tabi’s staan nog steeds op mijn verlanglijst :smiling_face_with_heart-eyes:
759;love
759;@stephaniebroek :sparkles:enjoy your day :sparkles: btw did you get a chance read my DM? :slightly_smiling_face:
760;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
760;:black_heart:
760;:smiling_face_with_heart-eyes:
760;:fire::fire::fire:absolutely beautiful dress and daughter :fire::fire::fire:
760;Your home :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
760;So beautiful :smiling_face_with_heart-eyes:
760;Gorgeous :smiling_face_with_heart-eyes:
760;That 3rd shot is just magic :sparkles:
760;:black_heart:
761;:red_heart:️
761;:fire::fire::fire::fire:
761;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
761;Cool bvby
761;trop belle cette meuf… :revolving_hearts::nail_polish_medium-light_skin_tone:
761;Wow stunning! :smiling_face_with_heart-eyes:
761;@sabrina0490
761;@aminamuaddi Mam can I have your precious time to hear me out. Mam I have business idea that is start a LIPSTICK and NAIL VARNISH BRAND in an cargo container Store would you please hear me out.
761;You are just *chefs kiss* :red_heart:
761;Mon couple :smiling_face_with_heart-eyes:
762;:fire:
762;I'm gonna stick that whole foot in my mouth
762;So sweet :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::footprints::face_blowing_a_kiss::red_heart:️
762;:red_heart:️:red_heart:️:red_heart:️
762;Sad
762;:thumbs_down::thumbs_down::thumbs_down::thumbs_down::thumbs_down::thumbs_down:soprattutto i piedi
762;:red_heart:️:raising_hands::fire::fire::fire:
762;Beautiful
762;:smiling_face_with_heart-eyes:
762;:cherries::grapes:
763;The dump of my dreams
763;Will you be my mentor please? :sparkles::woman_technologist_light_skin_tone::bar_chart:
763;God you are just the coolest
763;Amazing shirt:raising_hands:
763;:clapping_hands_light_skin_tone::red_heart:️
763;WHERE is that Data shirt from :smiling_face_with_heart-eyes: I love
763;DATA merch?!
763;@antobents omg stoppp u are too kind
764;Beauty 🥹
764;What brand is your T-shirt ? :red_heart:️
764;Love !
764;these shoooes :fire:
764;:red_heart:️:red_heart:️:clapping_hands::smiling_face_with_smiling_eyes:
764;:red_heart:️
764;these shorts :blue_heart::blue_heart::blue_heart:
764;Hello dear ,,:four_leaf_clover: can you please ckeck my dm …? 🫶:light_skin_tone::four_leaf_clover::heart_suit:️
765;The Same! @fleezye @chef_rhyan
765;Damn, I love/need/want that zipper-back skirt.
765;Les chaussures de tyna et Amina :fire::red_heart:️ incroyable
765;:red_heart::red_heart:
765;Vous estes fit
765;Vu
765;Je vous ai vy
765;@king_jjaffi :face_with_tears_of_joy:
766;
766;The tabel :smiling_face_with_heart-eyes:
766;Making a house a home🫶:medium-light_skin_tone:
766;:smiling_face_with_heart-eyes:
766;:red_heart:️:red_heart:️:red_heart:️:red_heart:️
766;I love your style! Where is your dining room table from?
766;Gorgeous home details :smiling_face_with_heart-eyes:
766;:white_heart:
766;Is this Greek looking house really located in London? :face_with_open_mouth:
767;Ai que fofo :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::red_heart::blue_heart::yellow_heart::green_heart::rose::face_blowing_a_kiss:
767;Weißt jemand woher die Blumendecke ist:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone:
767;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes: the best time ever!
767;Awww the newborn love is the absolute best 🫧
767;:red_heart:️
767;:red_heart:️:red_heart:️:fire:
767;🥹🥹🥹
767;pure beauty:sparkles::white_heart:
767;How sweet :smiling_face_with_heart-eyes:
767;:two_hearts: :deer:
768;Good combination and good break time
768;Where are ur glasset from @amaliemoosgaard :smiling_face_with_heart-eyes:
768;Spotting Lie leather
768;Can you please share where is your blazer from? Thank you :smiling_face:️
768;Ballet flats 4 evah!:red_heart:️
768;Chic as everrrr
768;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
768;Uhhh this blazer 🩶:file_folder::OK_hand_medium-light_skin_tone:
768;Where is the blazer from? :smiling_face:️
768;OMG YOU’RE IN EDINBURGH
769;The in between slides is data genius!
769;ur so real for the Hamilton pic
769;lewis gets me every time
769;Me when an IG page tells me sneakers are trending: :face_with_open_mouth::face_with_open_mouth::face_with_open_mouth:
769;you’re the reason I made this account 🥹
769;I love charrrmmmsss:smiling_face_with_heart-eyes:
769;https://pin.it/6c4hf9UcD check out some inspo!
769;:heart_on_fire::heart_on_fire:
769;Suggestions for pocket-friendly sneakers....plsssss
770;Your holiday wardrobe is perfect, I wanna steal your suitcase :Greece::face_with_tears_of_joy: where are the sunnies from?
770;I can book you an immersive experience :airplane:️:sunrise::globe_showing_Americas:
770;Where are the glasses from please? :smiling_face_with_heart-eyes:
770;Santorini the most beautiful place in the world :Greece::sunrise::red_heart:️
770;What absolute magic :magic_wand:
770;twinning w the sunset > :red_heart:️
